Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
5472	-528.0176	-559.6998	31.68217	0.00650018	0.0340186	0.0293342	0.0101602	0.0103377	0.00398186	0.0419139	0.000550608	0.00905261	0.00468412	0.0715382	0.0122816	0.0160314	0.0290335	0.00687296	0.0248438	0.0207015	0.013653	0.0100782	0.0402398	0.0124122	0.00586531	0.0102924	0.0164079	0.0223196	0.00125615	0.0007288	0.0123427	0.0193799	0.6279669	0.4576907	0.0629697	0.259617	0.656573	1.52306	3.85182	15.8806	1.999359	0.0130838	0.0684736	0.0590448	0.0204507	0.020808	0.00801481	0.0843656	0.00110828	0.0182214	0.00942833	0.143994	0.0247208	0.0322685	0.0584395	0.0138341	0.0500063	0.0416685	0.0274812	0.0202858	0.0809958	0.0249836	0.0118059	0.0207168	0.0330263	0.0449256	0.00252842	0.00146695	0.0248437	0.0390085	1.118938	0.686017	0.313983	0.4968127
5508	-526.882	-558.2108	31.32878	0.0219476	0.105447	0.0051937	0.0128905	0.093829	0.0651924	0.088409	0.000467148	0.0154558	0.0299962	0.10367	0.0617048	0.0915408	0.11553	0.00629509	0.241424	0.0466964	0.0229334	0.0602623	0.020103	0.111956	0.00955493	0.0393406	0.0508294	0.0378885	0.0440392	0.0428841	0.0663141	0.155908	0.4629374	0.3011832	0.14525	0.390268	0.745612	1.34118	2.56234	6.88466	1.395014	0.0124159	0.0596518	0.00293811	0.00729226	0.0530796	0.0368797	0.0500135	0.000264269	0.00874347	0.0169691	0.0586469	0.0349068	0.0517852	0.0653559	0.00356117	0.136575	0.0264164	0.0129736	0.0340908	0.0113724	0.063334	0.00540528	0.0222552	0.0287545	0.0214338	0.0249133	0.0242598	0.0375143	0.0881979	1.18126	0.768531	0.231469	1.767702
5544	-523.1547	-554.1101	30.95542	0.0319622	0.0550362	0.0207375	0.00807532	0.0791233	0.00155793	0.107749	0.00114143	0.0507409	0.0329494	0.116951	0.0123628	0.0586681	0.136862	0.0332637	0.190845	0.0112556	0.0192299	0.0616288	0.0162382	0.0016308	0.00630883	0.0335289	0.122621	0.0534565	0.0334713	0.062598	0.203576	0.102854	0.6227185	0.452136	0.108353	0.338291	0.713095	1.40234	2.95604	9.22906	1.606917	0.0191801	0.0330265	0.0124443	0.00484589	0.0474809	0.000934891	0.0646586	0.000684956	0.030449	0.0197725	0.0701808	0.00741876	0.035206	0.0821294	0.0199611	0.114523	0.00675434	0.0115396	0.0369827	0.00974434	0.000978622	0.00378585	0.0201203	0.0735836	0.0320786	0.0200857	0.0375643	0.122164	0.0617213	1.120818	0.688641	0.311359	1.666424
5580	-526.76	-558.62	31.86	0.0329489	0.00775564	0.107806	0.0148393	0.0374996	0.014061	0.0326339	0.00462807	0.0231143	0.0493006	0.069706	0.0105514	0.0404488	0.14782	0.0181999	0.220878	0.0638844	0.0155709	0.0522704	0.0385738	0.034783	0.0217146	0.00535548	0.0234834	0.0202571	0.0110538	0.0448826	0.0215771	0.0353871	0.3700887	0.2270606	0.0858815	0.302037	0.688317	1.45282	3.31085	11.6439	1.77498	0.0269855	0.00635195	0.0882945	0.0121535	0.0307126	0.0115161	0.0267275	0.00379044	0.0189309	0.0403778	0.05709	0.00864168	0.033128	0.121066	0.0149059	0.180901	0.052322	0.0127527	0.04281	0.0315924	0.0284877	0.0177845	0.0043862	0.0192332	0.0165907	0.00905318	0.0367594	0.0176719	0.0289825	1.219475	0.814956	0.185044	1.220985
5616	-522.1542	-552.1825	30.02828	0.0397147	0.0177919	0.0651788	0.0141263	0.179088	0.0321095	0.124572	0.000973109	0.00624745	0.0480335	0.0953191	0.0836448	0.216634	0.283197	0.0955879	0.195763	0.0761522	0.041677	0.104686	0.0344382	0.213772	0.209277	0.000804856	0.066841	0.162221	0.0692924	0.0067634	0.216731	0.061666	0.4272449	0.2716538	0.184109	0.438102	0.772998	1.29366	2.28257	5.43155	1.223595	0.0143774	0.00644096	0.0235958	0.00511395	0.0648327	0.0116242	0.045097	0.000352282	0.00226168	0.0173889	0.0345071	0.0302808	0.0784251	0.102522	0.0346044	0.0708693	0.0275684	0.0150878	0.0378981	0.0124672	0.0773892	0.0757619	0.000291371	0.0241975	0.0587268	0.025085	0.00244846	0.0784604	0.0223241	1.195664	0.786378	0.213622	2.762304
5652	-533.1479	-563.2551	30.10724	0.0487697	0.057019	0.0205395	0.00362044	0.15517	0.00436573	0.267656	0.130508	0.0117088	0.039242	0.122123	0.103928	0.131418	0.182289	0.0181219	0.293901	0.108447	0.0729232	0.0369558	0.134779	0.259449	0.145739	0.0595557	0.0359939	0.00254865	0.10988	0.0160776	0.0953025	0.200336	0.3396222	0.2045451	0.203434	0.459956	0.784827	1.27417	2.17412	4.91559	1.151424	0.0170026	0.0198786	0.00716069	0.0012622	0.0540971	0.00152203	0.0933129	0.0454991	0.00408205	0.013681	0.0425757	0.0362324	0.0458162	0.0635514	0.00631784	0.102463	0.0378081	0.0254232	0.0128839	0.0469879	0.0904519	0.0508089	0.0207629	0.0125486	0.000888536	0.0383074	0.00560513	0.0332254	0.0698433	1.232558	0.830189	0.169811	2.868366
5688	-525.6931	-556.7358	31.04261	0.00443552	0.00174996	0.00674686	0.00367433	0.0155141	0.000628239	0.0398437	0.00297316	0.000777751	0.0129651	0.022301	0.0166922	0.0308591	0.0282085	0.00584152	0.0369098	0.0128201	0.00766444	0.00928531	0.00249984	0.0196392	0.00823744	0.00635942	0.0046349	0.00581356	0.00168101	0.00891889	0.00564198	0.0034345	0.6843673	0.5201811	0.0335321	0.190925	0.596544	1.67632	5.23765	29.8221	2.455001	0.0135746	0.00535563	0.0206483	0.011245	0.0474799	0.00192268	0.121939	0.00909914	0.00238025	0.0396788	0.0682508	0.0510852	0.0944422	0.0863302	0.0178776	0.11296	0.039235	0.0234565	0.0284171	0.00765059	0.0601043	0.0252101	0.0194626	0.0141848	0.017792	0.00514462	0.0272957	0.0172669	0.010511	1.099119	0.657816	0.342184	0.3267514
5724	-523.6961	-552.6665	28.97036	0.0404623	0.103528	0.141214	0.0801354	0.159906	0.0357928	0.177829	0.00205996	0.100454	0.00442482	0.12363	0.0109214	0.149235	0.325011	0.000741195	0.242765	0.164362	0.225338	0.101957	0.0614346	0.123227	0.0600202	0.0588691	0.070248	0.0214376	0.0773245	0.162729	0.135842	0.308866	0.5028098	0.3358356	0.168738	0.419865	0.762811	1.31094	2.38172	5.92636	1.286637	0.0123747	0.0316622	0.0431878	0.024508	0.0489043	0.0109466	0.0543858	0.000630004	0.030722	0.00135326	0.0378102	0.00334012	0.045641	0.0993991	0.000226681	0.0742455	0.0502672	0.0689156	0.0311817	0.0187887	0.0376867	0.0183561	0.0180041	0.0214841	0.00655632	0.0236483	0.0497678	0.041545	0.0944612	1.165575	0.748595	0.251405	3.269763
5760	-543.1009	-571.3291	28.22817	0.0397533	0.163792	0.107748	0.106896	0.304297	0.022706	0.365635	0.00222334	0.184413	0.0285602	0.0927816	0.105971	0.142834	0.260801	0.00154894	0.368146	0.0260285	0.147806	0.0662103	0.0438637	0.0294856	0.0107992	0.0458027	0.253102	0.246481	0.106025	0.320003	0.102525	0.181718	0.6161883	0.4452833	0.345742	0.595729	0.850784	1.17539	1.67862	2.89233	0.7679434	0.0102511	0.0422367	0.0277846	0.0275649	0.0784684	0.00585514	0.0942856	0.000573327	0.0475541	0.00736476	0.0239254	0.0273266	0.0368324	0.0672521	0.000399422	0.094933	0.0067119	0.0381144	0.0170735	0.011311	0.00760339	0.00278476	0.011811	0.065267	0.0635595	0.0273404	0.0825185	0.0264378	0.0468592	1.123167	0.691906	0.308094	3.877956
5796	-529.948	-561.1489	31.20097	0.0340388	0.0862638	0.019055	0.0326115	0.118673	0.0165507	0.142183	0.00639494	0.0492136	0.0404562	0.0437222	0.0109747	0.0869953	0.0995441	0.00551496	0.151048	0.108506	0.0273874	0.00230503	0.110605	0.0171715	0.00234885	0.00539234	0.145592	0.0281118	0.0207229	0.0616	0.058131	0.151835	0.5652857	0.3940057	0.135338	0.377044	0.737636	1.35568	2.65221	7.38889	1.446122	0.0202257	0.0512575	0.0113224	0.0193776	0.0705152	0.00983435	0.0844846	0.00379984	0.0292425	0.0240389	0.0259795	0.00652113	0.0516922	0.0591486	0.00327696	0.089752	0.0644738	0.0162734	0.00136964	0.0657209	0.0102032	0.00139568	0.0032041	0.0865098	0.0167039	0.0123134	0.0366024	0.0345412	0.0902195	1.141819	0.717357	0.282643	1.682949
5832	-540.3102	-568.3164	28.00628	0.115517	0.191165	0.379167	0.0361795	0.500615	0.075388	0.201238	0.0905907	0.108975	0.0450303	0.366174	0.211506	0.152437	0.321921	0.047747	0.434642	0.209815	0.0145798	0.0699087	0.070291	0.0667803	0.0635398	0.0084855	0.286418	0.0536259	0.108292	0.116859	0.0627916	0.0383249	0.2623244	0.1509628	0.377956	0.622181	0.862394	1.15956	1.60725	2.64581	0.7035297	0.0259705	0.0429776	0.0852444	0.00813387	0.112548	0.0169487	0.0452424	0.0203666	0.0244998	0.0101237	0.0823232	0.0475507	0.0342708	0.0723742	0.0107345	0.0977162	0.0471706	0.00327784	0.0157169	0.0158028	0.0150135	0.014285	0.00190771	0.0643926	0.0120562	0.0243461	0.0262722	0.0141168	0.0086162	1.267049	0.868838	0.131162	4.448003
5868	-538.4123	-567.2229	28.81065	0.092452	0.0678567	0.0273139	0.0980411	0.201535	0.00841911	0.508327	0.0226134	0.0971426	0.178511	0.520243	0.171448	0.232736	0.406981	0.00137934	0.248245	0.0571894	0.205721	0.00167388	0.113941	0.0112415	0.057004	0.139577	0.0134925	0.0451224	0.0850305	0.143299	0.0486596	0.131337	0.2771505	0.1608675	0.346709	0.59654	0.851145	1.17489	1.67633	2.88426	0.7659248	0.0234856	0.0172377	0.00693856	0.0249054	0.051196	0.00213871	0.129131	0.0057445	0.0246772	0.0453473	0.132158	0.043553	0.0591221	0.103386	0.000350394	0.0630619	0.0145279	0.0522595	0.000425216	0.0289445	0.00285569	0.0144807	0.0354568	0.00342751	0.0114625	0.0216003	0.0364024	0.012361	0.0333636	1.260285	0.861425	0.138575	3.936535
5904	-536.568	-565.5854	29.01742	0.0551745	0.0290094	0.136131	0.073416	0.215444	0.0193112	0.189946	0.0806301	0.092597	0.0695291	0.560081	0.484956	0.238695	0.554383	0.021631	0.256434	0.0781433	0.0617383	0.0917177	0.165805	0.251467	0.143961	0.00609748	0.118606	0.140552	0.0627882	0.0168253	0.0965811	0.0463737	0.1703146	0.0930841	0.89817	0.948971	0.983792	1.01647	1.05377	1.11338	0.0776547	0.0126604	0.00665655	0.031237	0.0168462	0.0494361	0.00443118	0.0435854	0.0185015	0.0212475	0.0159543	0.128517	0.111279	0.0547714	0.12721	0.00496348	0.0588419	0.0179309	0.0141666	0.0210457	0.0380459	0.057702	0.0330336	0.00139914	0.0272156	0.0322513	0.0144075	0.00386077	0.0221617	0.010641	1.310707	0.914843	0.0851573	4.358024
5940	-526.8584	-556.7809	29.92251	0.0307679	0.0286656	0.0691978	0.0340256	0.054365	0.00951066	0.133133	0.00669493	0.00866151	0.0104752	0.230587	0.121183	0.147423	0.144837	0.0141491	0.176359	0.109572	0.0490424	0.0836929	0.143119	0.0267559	0.0153117	0.0246306	0.0835968	0.0438429	0.0230287	0.0110667	0.0693529	0.0930688	0.566749	0.395429	0.0435409	0.216864	0.62073	1.61101	4.61119	22.9669	2.266137	0.0154139	0.0143607	0.0346662	0.0170459	0.0272354	0.00476458	0.0666958	0.00335398	0.00433918	0.00524778	0.115518	0.0607093	0.0738551	0.0725595	0.00708832	0.0883511	0.0548926	0.0245689	0.0419278	0.0716987	0.013404	0.00767075	0.0123393	0.0418797	0.0219641	0.0115368	0.0055441	0.0347439	0.0466249	1.141274	0.716625	0.283375	1.996117
5976	-531.1319	-561.2182	30.0863	0.013359	0.00983264	0.0310841	0.0525679	0.0740869	0.0168978	0.15087	0.0133926	0.0923661	0.0385604	0.0539582	0.0548991	0.06493	0.100052	0.0358939	0.345225	0.0454986	0.0950171	0.0118014	0.0392344	0.00107849	0.0247556	0.0608583	0.00502809	0.0196688	0.153384	0.00720586	0.0266058	0.0735448	0.8420177	0.7271421	0.0626289	0.258931	0.656031	1.52432	3.86203	15.9671	2.003283	0.00780471	0.00574451	0.0181603	0.0307117	0.0432838	0.00987218	0.0881425	0.00782437	0.053963	0.0225281	0.0315239	0.0320737	0.037934	0.058453	0.0209702	0.201691	0.0265816	0.0555118	0.00689471	0.0229219	0.000630084	0.0144629	0.0355552	0.00293756	0.0114911	0.0896116	0.00420987	0.0155439	0.042967	1.047272	0.578991	0.421009	1.711657
6012	-538.3681	-568.1263	29.75813	0.0100992	0.0193844	0.00868955	0.0216793	0.0128999	0.00152028	0.142876	0.0190501	0.0155541	0.0955839	0.0644183	0.0343819	0.0387302	0.0271705	0.00218236	0.258894	0.0574977	0.00547019	0.0776003	0.167352	0.0273101	0.0452388	0.0686593	0.0174406	0.0257585	0.207568	0.0117395	0.00927376	0.00965041	0.7490304	0.5987599	0.0210421	0.152113	0.555714	1.79949	6.57406	47.5237	2.791935	0.00671636	0.0128914	0.00577888	0.0144176	0.0085789	0.00101104	0.0950179	0.012669	0.0103441	0.063567	0.0428407	0.0228653	0.0257571	0.0180694	0.00145135	0.172174	0.0382381	0.00363788	0.0516072	0.111295	0.0181623	0.0300855	0.0456611	0.0115987	0.0171304	0.138041	0.00780725	0.0061674	0.00641789	1.077244	0.625485	0.374515	1.503673
6048	-520.0771	-551.2604	31.18325	0.0114327	0.018658	0.0071203	0.00790386	0.0398933	0.00108376	0.0545764	0.0074994	0.000816085	0.0117521	0.0154032	0.022468	0.020897	0.0360791	7.73632e-05	0.094703	0.00696114	0.00537698	0.03442	0.0391786	0.0140723	0.0290766	0.0160588	0.00521236	0.012197	0.0134953	0.00956443	0.00765153	0.0167427	0.8345048	0.7160088	0.0543008	0.241525	0.641941	1.55777	4.14036	18.4159	2.106456	0.020402	0.0332957	0.0127064	0.0141047	0.0711908	0.00193401	0.0973933	0.0133829	0.00145633	0.0209719	0.0274876	0.0400949	0.0372914	0.0643842	0.000138057	0.169	0.0124224	0.00959539	0.0614235	0.0699154	0.0251125	0.051888	0.0286575	0.00930162	0.0217659	0.0240828	0.017068	0.0136544	0.0298779	1.049631	0.582748	0.417252	0.5603713
6084	-518.3139	-548.6802	30.36629	0.00362667	0.00157743	0.002252	0.00094783	0.0121251	1.20944e-05	0.0138544	0.000142568	0.00155102	0.00170393	0.00845738	0.00904476	0.00791736	0.0116724	2.81607e-06	0.0131778	0.00561763	0.00515898	0.000963866	0.013368	0.00632198	0.00787	0.0097787	0.00722901	0.00904374	0.00558795	0.0072469	0.00122447	0.00573333	0.7192	0.561524	0.0226404	0.157642	0.561938	1.77955	6.34347	44.1688	2.738999	0.020938	0.00910703	0.0130016	0.00547214	0.070002	6.98249e-05	0.0799861	0.000823095	0.00895457	0.00983738	0.0488273	0.0522185	0.0457096	0.0673886	1.62581e-05	0.07608	0.0324325	0.0297846	0.00556472	0.0771777	0.0364989	0.0454362	0.0564557	0.0417355	0.0522126	0.0322611	0.0418388	0.0070693	0.0331004	1.087227	0.6404	0.3596	0.17321
6120	-531.2578	-561.5446	30.28672	0.0147095	0.00386328	0.0507474	0.0104491	0.148699	0.00630739	0.138864	0.00504155	0.0182575	0.00380761	0.0916016	0.0554448	0.0983776	0.183177	0.00542448	0.172265	0.000445484	0.0611444	0.0354725	0.126187	0.0293548	0.0426136	0.0923697	0.0438353	0.0410183	0.023126	0.0617501	0.0286061	0.152224	0.8693133	0.7688366	0.0948051	0.316955	0.698748	1.43113	3.15502	10.548	1.703501	0.00842862	0.00221368	0.0290785	0.00598736	0.0852051	0.00361417	0.0795697	0.00288884	0.0104617	0.00218178	0.0524882	0.0317701	0.0563709	0.104962	0.00310826	0.0987088	0.000255265	0.0350361	0.0203259	0.0723058	0.0168205	0.0244178	0.0529284	0.0251179	0.0235037	0.0132513	0.0353832	0.0163914	0.0872255	1.038787	0.565343	0.434657	1.745184
6156	-524.633	-556.4464	31.81343	0.0165387	0.020357	0.0287885	0.00883283	0.213026	0.0201588	0.104073	0.00300545	0.0151439	0.064626	0.188003	0.102174	0.0747769	0.193876	0.0261655	0.0975103	0.0223022	0.0246601	0.00805709	0.0368509	0.0472322	0.0220916	0.00182346	0.0739433	0.0125842	0.0172954	0.00895383	0.0659929	0.0414991	0.4011386	0.2508902	0.160234	0.409408	0.756833	1.3213	2.44255	6.24088	1.324027	0.0105994	0.0130465	0.0184501	0.00566083	0.136525	0.0129195	0.0666986	0.00192615	0.00970551	0.0414179	0.120488	0.0654816	0.0479234	0.124252	0.0167691	0.0624929	0.0142932	0.0158043	0.00516367	0.0236172	0.0302704	0.0141582	0.00116863	0.0473892	0.008065	0.0110844	0.00573837	0.0422939	0.0265961	1.206423	0.799431	0.200569	1.560342
6192	-535.6185	-564.2564	28.63789	0.121119	0.0466008	0.0431024	0.0494371	0.0395434	0.043916	0.242234	0.0705951	0.0581505	0.00687412	0.29414	0.139656	0.167413	0.0356423	0.0604527	0.257153	0.048879	0.0814668	0.178127	0.121668	0.225104	0.0941424	0.00097485	0.116855	0.00123131	0.118849	0.107198	0.117228	0.0433925	0.7796858	0.6389222	0.0996329	0.324727	0.704049	1.42036	3.07951	10.0368	1.667587	0.0413215	0.0158985	0.014705	0.0168661	0.0134907	0.0149825	0.0826415	0.0240845	0.0198388	0.0023452	0.10035	0.0476456	0.0571151	0.0121598	0.0206242	0.0877312	0.0166757	0.0277935	0.0607704	0.0415086	0.0767972	0.0321179	0.000332583	0.0398668	0.000420078	0.0405469	0.036572	0.039994	0.0148039	1.067175	0.610157	0.389843	2.931146
6228	-523.0473	-554.6	31.55265	0.00939207	0.00191966	0.0210341	0.00711397	0.0341591	0.00518894	0.0384008	0.00534181	0.00156305	0.017157	0.0117362	0.0150575	0.0303619	0.0321399	0.00984265	0.0619644	0.0035112	0.0310092	0.0281983	0.0130758	0.0284005	0.01112	0.000732086	0.00927131	0.00120964	0.0312144	0.0136537	0.022206	0.0333087	0.5223917	0.3535387	0.0400444	0.208188	0.612873	1.63166	4.80335	24.9723	2.326667	0.0177449	0.0036269	0.0397406	0.0134408	0.0645383	0.0098037	0.0725523	0.0100925	0.00295314	0.0324155	0.0221737	0.0284489	0.0573641	0.0607235	0.0185962	0.117072	0.00663387	0.058587	0.0532764	0.0247046	0.0536584	0.0210095	0.00138316	0.0175167	0.00228543	0.0589749	0.0257966	0.0419547	0.0629317	1.158023	0.738804	0.261196	0.5292839
6264	-528.1288	-558.9053	30.77646	0.000176159	0.00916814	0.00530441	0.00380636	0.00240661	0.00420358	0.0339849	0.00343026	0.00671258	0.0112198	0.021301	0.0345006	0.0231905	0.0349726	0.00881856	0.0407432	0.018612	0.00742078	0.0121317	0.0213781	0.0218984	0.00137104	0.0163673	0.000596754	0.00932036	0.00582232	0.0198503	0.00785106	0.019471	0.9155797	0.8443033	0.0390254	0.205587	0.610475	1.63807	4.86411	25.6243	2.345305	0.000433857	0.0225799	0.0130641	0.00937457	0.00592716	0.0103529	0.0837005	0.00844828	0.0165322	0.0276328	0.0524615	0.0849704	0.0571153	0.0861331	0.021719	0.100345	0.0458389	0.0182764	0.0298787	0.0526516	0.0539328	0.00337669	0.0403106	0.00146973	0.0229548	0.0143396	0.0488888	0.0193361	0.0479546	1.024716	0.54221	0.45779	0.4060304
6300	-531.5595	-560.7055	29.14604	0.0193688	0.045719	0.0345119	0.0476711	0.0578189	0.0102564	0.0927281	0.0401662	0.0426854	0.0633167	0.00820798	0.490597	0.155935	0.160429	0.00786317	0.370371	0.143473	0.194081	0.0647835	0.0344352	0.0734585	0.105603	0.119977	0.0383173	0.142554	0.0256819	0.121607	0.0828762	0.0322138	0.7842762	0.6451105	0.160359	0.409564	0.756923	1.32114	2.44162	6.236	1.323462	0.00685207	0.0161739	0.0122092	0.0168645	0.0204545	0.00362839	0.0328043	0.0142096	0.0151008	0.0223995	0.00290373	0.173558	0.055165	0.0567546	0.00278174	0.131026	0.0507562	0.0686597	0.0229184	0.0121821	0.0259873	0.037359	0.0424443	0.0135555	0.0504312	0.00908545	0.0430206	0.029319	0.0113962	1.065684	0.607862	0.392138	2.826707
6336	-527.3409	-557.7579	30.41706	0.0140395	0.0037413	0.0577388	0.00721809	0.0508871	0.00604135	0.125124	0.0234865	0.0199275	0.0172327	0.00543355	0.0524118	0.0603028	0.137367	0.00246126	0.165313	0.0556209	0.102885	0.0908105	0.0811636	0.0185434	0.0136164	0.0709229	0.0239868	0.00305134	0.0506911	0.183056	0.0744846	0.043919	0.6107038	0.4395778	0.0408311	0.210173	0.61469	1.62684	4.75799	24.4912	2.3126	0.00899119	0.002396	0.036977	0.0046226	0.032589	0.00386899	0.0801315	0.0150412	0.0127619	0.0110361	0.00347975	0.0335655	0.038619	0.0879725	0.00157624	0.10587	0.0356206	0.0658898	0.0581567	0.0519787	0.0118756	0.0087202	0.0454204	0.0153616	0.00195414	0.0324635	0.117233	0.0477013	0.0281266	1.125147	0.694648	0.305352	1.561478
6372	-521.487	-553.2726	31.78557	0.0172279	0.00677052	0.0589132	7.38413e-05	0.0672517	0.00644055	0.0418756	0.00728652	0.0067263	0.00963149	0.0300951	0.00665064	0.0299053	0.04734	0.00162455	0.083863	0.0723361	0.047115	0.0340501	0.047207	0.0258379	0.0292792	0.0306877	0.0155989	0.0206215	0.014901	0.0546119	0.0112811	0.0271679	0.5021775	0.3352717	0.0662192	0.266067	0.661619	1.51144	3.75845	15.1014	1.962977	0.0202117	0.00794316	0.0691168	8.66304e-05	0.0788995	0.00755604	0.0491283	0.00854852	0.00789128	0.0112996	0.0353075	0.00780251	0.0350849	0.0555391	0.00190592	0.0983878	0.0848645	0.0552752	0.0399475	0.0553832	0.030313	0.0343503	0.0360027	0.0183006	0.024193	0.0174819	0.0640705	0.0132349	0.0318733	1.16582	0.748911	0.251089	0.8523715
6408	-531.2413	-561.984	30.74272	0.00117213	0.00329488	0.00682181	0.000214122	0.00773326	0.000566629	0.0154189	0.000418478	0.000558782	0.00553216	0.00358111	0.00582412	0.00354298	0.00418572	0.003543	0.0162374	0.0066891	0.0109098	0.00747467	0.00338784	0.00135883	0.000474643	0.00348799	0.00236388	0.000318242	0.00606734	0.00658972	0.000526995	0.00149998	0.3437171	0.2075232	0.0184042	0.142494	0.544502	1.83654	7.01786	54.3355	2.888788	0.00903065	0.0253853	0.0525585	0.0016497	0.0595808	0.00436558	0.118795	0.00322416	0.00430513	0.0426224	0.0275906	0.0448718	0.0272968	0.0322488	0.027297	0.125101	0.0515361	0.0840547	0.0575885	0.0261015	0.0104691	0.00365688	0.0268732	0.0182124	0.00245189	0.0467457	0.0507704	0.00406023	0.0115566	1.230783	0.828141	0.171859	0.1297946
6444	-530.5445	-562.0408	31.49633	0.00413378	0.00924796	0.0244864	0.00126892	0.0475456	0.00163466	0.0125231	0.00477715	0.00106308	0.0108629	0.00559644	0.00349603	0.0128699	0.0533265	0.00183733	0.00699534	0.0138173	0.00646569	0.0189175	0.0101284	0.00254381	0.017794	0.00112107	0.00679476	0.00886657	0.0119786	0.00648164	0.00461648	0.00667292	0.456554	0.2958017	0.0350057	0.194972	0.600461	1.66539	5.12894	28.5668	2.423904	0.0130049	0.0290941	0.0770341	0.00399202	0.149579	0.00514265	0.0393976	0.0150289	0.00334444	0.0341747	0.0176064	0.0109985	0.0404888	0.167765	0.00578025	0.0220074	0.0434692	0.0203411	0.0595144	0.0318639	0.00800284	0.0559798	0.00352688	0.0213763	0.0278943	0.0376846	0.0203913	0.0145234	0.020993	1.183811	0.771723	0.228277	0.3178637
6480	-535.7	-566.0475	30.34749	0.00220036	0.00889433	0.00367173	0.000798336	0.0166248	0.00188465	0.0168759	0.00201172	0.00435261	0.00267719	0.011574	0.00249625	0.00268631	0.0155626	0.00307943	0.0072203	0.00284372	0.00255482	0.00387616	0.00535506	0.00605288	0.0103508	0.000453644	0.00135404	0.0026911	0.0022996	0.00562241	0.00409481	0.00126884	0.5844049	0.4128334	0.0176664	0.139678	0.541123	1.84801	7.15931	56.6048	2.918374	0.0145307	0.0587362	0.0242473	0.00527204	0.109787	0.0124458	0.111445	0.013285	0.0287437	0.0176796	0.076432	0.0164847	0.0177398	0.102772	0.0203359	0.0476813	0.0187793	0.0168715	0.0255973	0.0353636	0.0399719	0.0683542	0.00299577	0.00894181	0.0177715	0.015186	0.0371292	0.0270412	0.00837916	1.134741	0.707798	0.292202	0.1514284
6516	-533.3257	-561.8904	28.56477	0.0618189	0.0717715	0.154194	0.187188	0.0959032	0.00160244	0.456455	0.139346	0.0158888	0.0622847	0.146486	0.235163	0.168143	0.582198	0.00953117	0.262233	0.0194081	0.104589	0.0020505	0.114574	0.0931312	0.00920679	0.0169392	0.181557	0.199488	0.163701	0.117402	0.00217211	0.165823	0.2071432	0.1155381	0.155499	0.403463	0.753387	1.32734	2.47854	6.43091	1.345715	0.0160976	0.0186893	0.0401522	0.0487438	0.0249732	0.000417274	0.118861	0.0362858	0.00413744	0.0162189	0.0381449	0.0612364	0.0437845	0.151604	0.00248192	0.0682853	0.00505386	0.0272348	0.000533949	0.029835	0.0242513	0.00239745	0.00441098	0.0472774	0.0519465	0.0426277	0.0305716	0.000565618	0.0431802	1.292876	0.896428	0.103572	3.840248
6552	-531.7446	-562.4186	30.67406	0.0232612	0.0543675	0.0351027	0.0223666	0.00637292	0.000873227	0.127461	0.0419409	0.0145378	0.0243249	0.0562634	0.146347	0.0675566	0.0374969	8.03937e-05	0.0517676	0.116869	0.00262472	0.106221	0.0353349	0.02192	0.0119235	0.00415388	0.158798	0.0226865	0.0724477	0.172431	0.0521109	0.0424764	0.7614273	0.6147619	0.0809797	0.293503	0.682189	1.46587	3.40712	12.3488	1.817475	0.0152022	0.0355316	0.0229412	0.0146175	0.00416499	0.000570693	0.0833015	0.0274102	0.00950106	0.0158974	0.0367706	0.0956442	0.0441512	0.0245059	5.25408e-05	0.0338324	0.0763793	0.00171537	0.0694199	0.0230929	0.0143257	0.00779253	0.00271474	0.103782	0.0148266	0.0473478	0.112691	0.0340568	0.0277602	1.07315	0.619286	0.380714	1.530118
