Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
432	-527.5665	-557.0806	29.51407	0.0349221	0.0303982	0.141978	0.00636983	0.0502068	0.00808165	0.375696	0.0414444	0.0364912	0.0892858	0.114062	0.00563762	0.0865033	0.0349571	0.00683101	0.245639	0.0912692	0.0747225	0.0105222	0.123288	0.00786539	0.175967	0.0205623	0.185729	0.0736478	0.0910937	0.135429	0.151924	0.335935	0.6568475	0.4890342	0.175401	0.42787	0.767319	1.30324	2.33716	5.70123	1.258633	0.0125328	0.0109093	0.0509527	0.002286	0.0180181	0.00290033	0.134829	0.0148735	0.0130959	0.0320427	0.0409345	0.00202322	0.0310442	0.0125454	0.0024515	0.0881545	0.0327545	0.0268163	0.00377617	0.0442455	0.00282272	0.0631508	0.00737935	0.066654	0.0264306	0.0326916	0.0486025	0.0545223	0.12056	1.108701	0.671576	0.328424	2.786459
468	-523.6634	-554.5719	30.90849	0.0490553	0.0578047	0.152455	0.0362059	0.113348	0.0169299	0.257039	0.0338294	0.0398881	0.118257	0.0883646	0.0176161	0.0630462	0.0446099	0.00295575	0.293603	0.0994551	0.0673163	0.012693	0.0618889	0.0916634	0.123621	0.0884577	0.0406844	0.0171268	0.0248766	0.122207	0.0734412	0.197023	0.3677193	0.2252794	0.237141	0.495666	0.80335	1.24479	2.01749	4.2169	1.040569	0.0203933	0.0240306	0.0633788	0.0150515	0.0471209	0.00703812	0.106856	0.0140636	0.0165823	0.049162	0.036735	0.00732339	0.0262096	0.0185452	0.00122877	0.122057	0.0413455	0.0279847	0.00527673	0.0257285	0.0381063	0.0513919	0.0367737	0.0169134	0.00711996	0.0103417	0.050804	0.030531	0.0819064	1.220482	0.81614	0.18386	2.405462
504	-531.6364	-561.8479	30.21154	0.0346777	0.00752022	0.064727	0.0122242	0.0156223	0.0184787	0.126093	0.045332	0.0279714	0.0469266	0.11358	0.0368862	0.108437	0.118385	0.0409106	0.193639	0.16957	0.0441032	0.0407329	0.0016198	0.100015	0.124204	0.00843255	0.0600325	0.220843	0.104212	0.139523	0.0545967	0.0985977	0.7994631	0.6659214	0.173516	0.425622	0.766059	1.30538	2.3495	5.76316	1.266445	0.0159226	0.00345298	0.02972	0.00561285	0.00717311	0.00848465	0.0578967	0.0208146	0.0128433	0.0215468	0.0521515	0.0169366	0.04979	0.0543574	0.0187845	0.088911	0.0778596	0.0202504	0.0187029	0.000743746	0.0459227	0.0570295	0.00387188	0.0275645	0.101402	0.0478499	0.0640635	0.0250686	0.045272	1.060779	0.600268	0.399732	2.177894
540	-532.5238	-562.7359	30.21206	0.062474	0.010696	0.117615	0.0138983	0.233649	0.0186852	0.178964	0.0384869	0.0353532	0.00670238	0.198229	0.0299136	0.137526	0.0478183	0.135902	0.0504239	0.0975662	0.0483027	0.0478151	0.0391437	0.108705	0.101041	0.0805917	0.068369	0.252271	0.0731271	0.107389	0.0460297	0.0197749	0.6091753	0.4379958	0.174339	0.426605	0.766611	1.30444	2.34409	5.73595	1.263023	0.025961	0.0044447	0.0488746	0.00577539	0.0970922	0.0077646	0.074368	0.0159932	0.0146909	0.00278516	0.0823737	0.0124305	0.0571487	0.0198708	0.0564737	0.0209536	0.0405434	0.0200721	0.0198695	0.0162661	0.045172	0.0419874	0.0334897	0.0284106	0.104831	0.0303878	0.0446252	0.0191275	0.0082174	1.1257	0.695412	0.304588	2.406461
576	-529.2994	-557.4029	28.10341	0.0431539	0.051266	0.149252	0.0650568	0.342595	0.0165096	0.271167	0.0140091	0.0454706	0.0466438	0.25523	0.0715158	0.137845	0.386901	0.0709768	0.00894593	0.0120651	0.03155	0.043238	0.478051	0.134427	0.204764	0.344178	0.0408844	0.0371906	0.100899	0.198584	0.086689	0.0898982	0.5879827	0.4164132	0.213132	0.470522	0.790408	1.26517	2.1253	4.69193	1.117751	0.0114195	0.0135662	0.0394956	0.0172156	0.0906586	0.00436882	0.0717571	0.00370715	0.0120326	0.012343	0.0675398	0.0189247	0.0364769	0.102383	0.0187821	0.0023673	0.0031927	0.00834887	0.0114418	0.126503	0.0355725	0.0541854	0.0910776	0.010819	0.00984149	0.0267003	0.0525499	0.0229399	0.0237892	1.133426	0.706009	0.293991	3.778956
612	-534.3786	-563.2369	28.85831	0.0961398	0.0321644	0.12128	0.122543	0.570177	0.0249761	0.249531	0.00176586	0.0509248	0.0938153	0.156724	0.209019	0.38094	0.140572	0.0256329	0.199723	0.0765173	0.109447	0.208233	0.0247643	0.172834	0.0866584	0.147902	0.012231	0.0567919	0.0946634	0.46876	0.102296	0.0435366	0.322597	0.1923193	0.603498	0.781691	0.926038	1.07987	1.27928	1.65701	0.3651587	0.0235604	0.00788234	0.0297213	0.0300309	0.13973	0.00612075	0.0611512	0.000432748	0.0124799	0.0229908	0.0384075	0.0512231	0.0933547	0.0344491	0.00628171	0.0489449	0.0187516	0.0268215	0.0510305	0.00606885	0.0423554	0.0212369	0.0362456	0.00299739	0.0139177	0.0231986	0.114876	0.025069	0.0106693	1.239993	0.838702	0.161298	4.080562
648	-529.0308	-558.6966	29.66581	0.0154068	0.0119368	0.0636752	0.0493998	0.278916	0.00849845	0.270975	0.0716877	0.114217	0.165665	0.241009	0.014559	0.148185	0.214427	0.0055156	0.152006	0.276103	0.0821967	0.0639695	0.160795	0.145722	0.0354456	0.106415	0.0856118	0.111193	0.00961479	0.337194	0.100508	0.0623675	0.2105714	0.1176752	0.254516	0.513057	0.812039	1.23147	1.9491	3.92903	0.9894426	0.00452714	0.0035075	0.0187103	0.0145156	0.0819567	0.00249718	0.0796232	0.0210647	0.0335616	0.0486788	0.0708181	0.00427802	0.0435427	0.063007	0.0016207	0.0446654	0.0811299	0.0241527	0.0187968	0.047248	0.042819	0.0104153	0.0312688	0.0251562	0.032673	0.00282521	0.099081	0.0295333	0.018326	1.291241	0.894714	0.105286	3.403215
684	-531.2261	-560.9285	29.70248	0.0219469	0.013016	0.0848594	0.0338206	0.092843	0.0544087	0.124296	0.0505616	0.0599709	0.128845	0.165649	0.0854872	0.0649413	0.127864	0.033327	0.363681	0.0467918	0.043676	0.140831	0.0123667	0.104982	0.0155032	0.0804455	0.182026	0.10625	0.0133232	0.116427	0.0588387	0.175144	0.6825685	0.5181056	0.160547	0.409798	0.757058	1.3209	2.44022	6.2287	1.322614	0.00843422	0.00500206	0.0326116	0.0129973	0.0356797	0.0209093	0.0477672	0.0194309	0.0230469	0.0495155	0.0636592	0.0328529	0.024957	0.0491385	0.0128076	0.139763	0.0179822	0.0167847	0.0541217	0.00475253	0.0403447	0.00595789	0.0309153	0.0699527	0.0408321	0.00512015	0.0447429	0.0226118	0.0673082	1.099741	0.658716	0.341284	2.602123
720	-527.4969	-556.2212	28.72433	0.0414979	0.112221	0.0210037	0.0541887	0.0116936	0.0435113	0.118282	0.0470289	0.0360365	0.245766	0.152941	0.0855574	0.11577	0.288194	0.0567601	0.283663	0.0235011	0.0171891	0.0737419	0.207498	0.216695	0.104426	0.146552	0.158231	0.150906	0.108009	0.323261	0.0332283	0.226234	0.679438	0.5145067	0.330239	0.582547	0.844866	1.18362	1.7166	3.02811	0.8011166	0.0118444	0.0320303	0.00599493	0.0154666	0.00333762	0.0124191	0.0337602	0.0134231	0.0102856	0.0701468	0.0436526	0.02442	0.0330434	0.082257	0.0162006	0.0809636	0.00670771	0.00490615	0.0210475	0.0592244	0.0618495	0.0298056	0.0418291	0.0451626	0.0430718	0.0308281	0.0922657	0.00948409	0.064572	1.100823	0.660281	0.339719	3.503587
756	-534.2309	-562.0887	27.85779	0.0813107	0.163499	0.230089	0.0555731	0.40931	0.0492899	0.321447	0.0880925	0.0234343	0.054674	0.281901	0.242031	0.102212	0.442261	0.0979383	0.314955	0.104413	0.0532132	0.0943195	0.05849	0.0900348	0.250446	0.0861487	0.405466	0.0683069	0.180258	0.0229393	0.11031	0.11475	0.1029187	0.05425106	0.25239	0.510962	0.811003	1.23304	1.95709	3.96213	0.9955077	0.0176873	0.0355655	0.0500508	0.0120887	0.0890363	0.0107219	0.0699237	0.0191626	0.0050976	0.0118931	0.0613212	0.0526485	0.022234	0.096204	0.0213043	0.0685115	0.0227127	0.0115753	0.0205171	0.0127232	0.0195851	0.054479	0.0187397	0.0882002	0.0148587	0.0392112	0.00498993	0.0239954	0.0249613	1.344644	0.948541	0.0514593	4.597114
792	-538.1069	-568.1097	30.00282	0.0188963	0.059684	0.0132934	0.0152607	0.0943544	0.0110989	0.172908	0.064154	0.132241	0.0162866	0.311612	0.104718	0.123783	0.311023	0.0330535	0.116096	0.0695614	0.220769	0.0709406	0.0549099	0.0469517	0.00867179	0.0108872	0.162351	0.097202	0.0159685	0.151281	0.132671	0.147341	0.4095674	0.2575195	0.179324	0.432511	0.769906	1.29886	2.31208	5.5765	1.242638	0.00677781	0.0214077	0.00476812	0.00547377	0.0338434	0.00398099	0.0620193	0.023011	0.0474328	0.00584174	0.11177	0.0375606	0.044399	0.111559	0.0118557	0.0416419	0.0249505	0.0791864	0.0254452	0.0196953	0.0168408	0.00311043	0.00390505	0.0582327	0.0348648	0.00572764	0.0542622	0.0475871	0.052849	1.202928	0.795216	0.204784	2.787971
828	-525.2462	-557.1873	31.94112	0.00999276	0.00296812	0.0274633	0.00474552	0.0277537	0.0064598	0.0474276	0.000508201	0.00375288	0.0349995	0.0369734	0.0283714	0.0512278	0.043557	0.0309997	0.112228	0.00662525	0.00335659	0.0156	0.0105562	0.0074044	0.022652	0.0269394	0.0495798	0.00657299	0.0206782	0.0209432	0.00993521	0.00747844	0.4400467	0.2820897	0.0587735	0.251031	0.649719	1.53913	3.98358	17.0145	2.049224	0.014744	0.00437938	0.0405213	0.00700186	0.0409497	0.00953124	0.0699779	0.000749834	0.00553726	0.0516407	0.0545531	0.0418611	0.075585	0.064267	0.0457391	0.165589	0.00977535	0.00495255	0.0230173	0.0155753	0.010925	0.0334223	0.0397483	0.0731535	0.00969825	0.03051	0.030901	0.0146591	0.0110342	1.190457	0.779977	0.220023	0.6777507
864	-528.6051	-560.3947	31.78958	0.0320966	0.0392981	0.0706377	0.0260675	0.0392576	0.00762737	0.142047	0.000545866	0.0139707	0.0572067	0.137967	0.0176841	0.0784672	0.0540771	0.0403872	0.131651	0.0564563	0.0392829	0.0526216	0.066494	0.15703	0.0416932	0.0458466	0.107495	0.0425779	0.0276577	0.03805	0.0494427	0.0322409	0.2637864	0.151932	0.12103	0.357046	0.725201	1.37893	2.80076	8.26242	1.526917	0.0195012	0.0238767	0.042918	0.0158381	0.0238521	0.00463423	0.0863046	0.000331656	0.00848829	0.0347576	0.0838256	0.0107445	0.047675	0.0328561	0.0245384	0.0799884	0.0343017	0.0238675	0.0319718	0.0404004	0.095408	0.0253319	0.0278554	0.0653117	0.0258694	0.0168042	0.0231184	0.0300403	0.0195889	1.266379	0.868107	0.131893	1.645877
900	-528.4509	-557.7966	29.34576	0.0484471	0.109739	0.134268	0.0771043	0.143197	0.050778	0.210868	0.00419756	0.00318746	0.215719	0.243978	0.116679	0.26827	0.161754	0.0630397	0.459768	0.0344506	0.0641007	0.0108044	0.0978049	0.058781	0.124014	0.0315098	0.19581	0.0274221	0.0823609	0.0335836	0.0403239	0.178113	0.5343652	0.3645964	0.323417	0.576647	0.842187	1.18739	1.73416	3.09198	0.816209	0.0147252	0.0333545	0.0408101	0.0234354	0.043524	0.0154337	0.0640921	0.00127583	0.000968813	0.0655665	0.0741558	0.035464	0.0815391	0.0491643	0.0191606	0.139744	0.0104711	0.0194831	0.00328395	0.0297273	0.0178662	0.0376934	0.00957725	0.0595155	0.0083348	0.0250331	0.0102076	0.0122562	0.0541365	1.153454	0.732817	0.267183	3.290072
936	-522.7937	-553.9013	31.10766	0.0231479	0.0281499	0.0142699	0.00845095	0.0552286	0.00282576	0.0711106	0.00237678	0.0109798	0.0391903	0.107035	0.0425305	0.0826105	0.185313	0.0224249	0.182467	0.0547764	0.0253813	0.0626877	0.0107305	0.00198276	0.00608955	0.0358771	0.0483898	0.0155536	0.0243452	0.0186294	0.0352303	0.00533235	0.820895	0.6962018	0.100305	0.325794	0.704769	1.4189	3.06943	9.96959	1.662726	0.0189253	0.0230148	0.0116669	0.00690935	0.045154	0.00231029	0.0581388	0.00194321	0.00897689	0.0320413	0.0875103	0.0347722	0.0675409	0.151508	0.0183342	0.149182	0.0447843	0.0207513	0.0512524	0.00877311	0.00162107	0.00497871	0.0293325	0.0395627	0.0127163	0.0199042	0.015231	0.0288037	0.00435963	1.053933	0.589553	0.410447	1.223118
972	-524.1241	-554.9107	30.78659	0.0147132	0.062349	0.0803465	0.0382122	0.0570449	0.00526425	0.166703	0.00644502	0.00616545	0.0854693	0.00986932	0.0794387	0.0683606	0.134248	0.00515741	0.101972	0.0494355	0.203605	0.150207	0.000393442	0.000214852	0.00828507	0.0183468	0.0350704	0.033412	0.116523	0.0627773	0.0343873	0.0423174	0.6460644	0.4771751	0.0929576	0.313928	0.696659	1.43542	3.18544	10.7576	1.717731	0.00877494	0.0371848	0.0479184	0.0227897	0.0340215	0.00313958	0.0994213	0.00384379	0.00367706	0.0509737	0.00588604	0.0473771	0.0407701	0.0800652	0.00307587	0.0608159	0.0294832	0.12143	0.089583	0.000234648	0.000128137	0.0049412	0.010942	0.0209159	0.0199269	0.0694938	0.0374402	0.0205085	0.025238	1.112501	0.676968	0.323032	1.676734
1008	-521.5085	-551.4505	29.94206	0.0323607	0.205925	0.0966822	0.00888719	0.185527	0.0352986	0.36484	0.00360267	0.0453752	0.167598	0.186732	0.114807	0.246625	0.216263	0.00575733	0.202987	0.00890789	0.242529	0.107589	0.00359934	0.000284515	0.0434017	0.0737101	0.145052	0.0647276	0.220216	0.076989	0.124041	0.0369294	0.201093	0.1117862	0.262213	0.520566	0.815729	1.2259	1.92099	3.8137	0.9678998	0.00990459	0.0630272	0.0295914	0.00272009	0.0567839	0.0108038	0.111666	0.00110266	0.0138879	0.0512965	0.0571526	0.0351387	0.0754841	0.0661912	0.00176214	0.0621277	0.00272642	0.0742306	0.0329296	0.00110164	8.70809e-05	0.0132839	0.0225603	0.0443959	0.0198111	0.067401	0.0235639	0.0379651	0.0113029	1.295772	0.899454	0.100546	3.267245
