Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
6732	-528.7488	-558.9604	30.21159	0.01198	0.00691142	0.0182874	0.00309571	0.0681279	0.0033346	0.0750421	0.0448464	0.0351142	0.0325008	0.119199	0.0378711	0.0630978	0.102953	0.0294834	0.195409	0.109323	0.0560984	0.0382936	0.0131772	0.0272393	0.0608676	0.0628079	0.00980666	0.0496922	0.00906693	0.00743313	0.0512974	0.0202591	0.6727059	0.5068251	0.0251173	0.16583	0.570886	1.75166	6.03028	39.8132	2.66393	0.00879188	0.00507217	0.0134208	0.00227188	0.0499978	0.0024472	0.0550721	0.032912	0.0257697	0.0238518	0.087478	0.0277929	0.0463064	0.0755551	0.0216374	0.143408	0.0802302	0.0411696	0.028103	0.0096705	0.0199904	0.0446696	0.0460936	0.00719693	0.0364682	0.00665406	0.00545505	0.0376462	0.0148678	1.103159	0.663647	0.336353	1.362616
6768	-532.8021	-562.5794	29.77739	0.0404481	0.00490349	0.0351717	0.0105939	0.0814573	0.000349454	0.105031	0.0138215	0.0149908	0.0701153	0.377671	0.10681	0.0486563	0.153244	0.0301315	0.312863	0.182414	0.131681	0.0258406	0.101687	0.0327736	0.0483073	0.208894	0.0274364	0.0217821	0.0088907	0.0913835	0.118886	0.0181278	0.4952422	0.3291175	0.0736681	0.280265	0.672437	1.48713	3.56805	13.5744	1.885898	0.016684	0.00202259	0.0145076	0.00436976	0.0335995	0.000144143	0.0433232	0.00570109	0.00618341	0.0289211	0.155782	0.0440571	0.0200697	0.0632102	0.0124286	0.129049	0.0752419	0.0543158	0.0106587	0.0419436	0.0135184	0.0199258	0.0861644	0.0113169	0.00898466	0.00366723	0.0376938	0.0490382	0.00747733	1.16852	0.752379	0.247621	2.424364
6804	-528.8751	-559.2387	30.36356	0.0798235	0.0676743	0.113126	0.0375622	0.0421427	0.0164195	0.0988035	0.0191224	0.00416025	0.0672982	0.0541982	0.0215308	0.0579766	0.214343	0.0578429	0.204635	0.064132	0.0508929	0.0327903	0.112083	0.0693096	0.0717546	0.204483	0.0498807	0.0246044	0.00180003	0.161819	0.131971	0.0277133	0.6072954	0.4360547	0.125605	0.363567	0.729307	1.37116	2.75053	7.96144	1.500086	0.0369572	0.0313323	0.0523757	0.0173908	0.0195115	0.00760198	0.0457446	0.00885341	0.00192614	0.0311581	0.025093	0.00996848	0.0268424	0.0992376	0.0267805	0.094743	0.0296923	0.0235627	0.0151815	0.0518928	0.0320894	0.0332214	0.0946726	0.0230941	0.0113915	0.000833387	0.07492	0.0611009	0.0128309	1.126381	0.696352	0.303648	2.159891
6840	-529.7736	-557.1226	27.34893	0.134735	0.206016	0.0193028	0.0577057	0.454413	0.000853355	0.176337	0.0194629	0.0388204	0.00703792	0.317137	0.0607571	0.257459	0.242212	0.0133414	0.371829	0.0828728	0.155008	0.163209	0.249334	0.0531465	0.279587	0.135195	0.0193257	0.0785894	0.00551732	0.0438945	0.295882	0.200851	0.6750182	0.5094547	0.224832	0.482947	0.796861	1.25492	2.07062	4.44777	1.079111	0.0325459	0.0497643	0.0046627	0.0139391	0.109766	0.000206133	0.0425952	0.00470137	0.00937728	0.00170005	0.0766063	0.0146762	0.0621908	0.0585077	0.00322269	0.0898175	0.0200184	0.037443	0.0394241	0.0602281	0.0128378	0.0675358	0.0326571	0.00466824	0.0189837	0.00133274	0.010603	0.071472	0.0485167	1.102356	0.662491	0.337509	4.139832
6876	-520.1873	-552.3658	32.17848	0.0308227	0.00628816	0.0768261	0.0455919	0.0769348	0.00684519	0.143254	0.0110897	0.0148753	0.00693898	0.0927741	0.0161908	0.0978423	0.113822	0.0018888	0.0666975	0.0086213	0.069084	0.0228766	0.11343	0.00776582	0.134207	0.0503642	0.0310976	0.0210398	0.0188937	0.0678747	0.0314058	0.0308569	0.2257549	0.12724	0.119361	0.354637	0.723671	1.38184	2.81978	8.37792	1.536955	0.0217644	0.00444016	0.0542481	0.0321932	0.0543248	0.00483349	0.101154	0.00783061	0.0105037	0.00489972	0.0655092	0.0114326	0.069088	0.0803714	0.00133371	0.0470961	0.00608763	0.0487813	0.0161535	0.0800943	0.00548356	0.0947653	0.0355629	0.0219585	0.0148565	0.0133411	0.0479273	0.0221761	0.0217885	1.284048	0.887123	0.112877	1.416199
6912	-525.4236	-557.4726	32.04903	0.044726	0.0561677	0.0168052	0.0127829	0.0807585	0.00225613	0.205792	0.0133053	0.0154705	0.0838237	0.07904	0.0533269	0.0520473	0.0573938	0.0144855	0.141258	0.0396524	0.0327101	0.0100088	0.0346897	0.0132755	0.0388164	0.0565761	0.010712	0.0242255	0.00600676	0.062774	0.085253	0.0214628	0.3312606	0.1985095	0.1272	0.365811	0.730708	1.36854	2.73365	7.86163	1.490963	0.0327518	0.0411303	0.0123061	0.00936062	0.0591377	0.00165211	0.150697	0.00974318	0.0113287	0.0613822	0.0578792	0.0390501	0.0381131	0.0420282	0.0106074	0.10344	0.0290366	0.0239529	0.00732921	0.0254025	0.00972132	0.0284244	0.0414294	0.00784415	0.0177398	0.00439862	0.045968	0.0624289	0.0157167	1.236198	0.83437	0.16563	1.365602
6948	-521.8387	-551.7314	29.89269	0.0999295	0.0833695	0.0585409	0.012472	0.0181412	0.0190494	0.154943	0.00534597	0.00511782	0.0690434	0.0984209	0.0486109	0.162278	0.221349	0.0058795	0.230573	0.0813639	0.0274772	0.0637404	0.164145	0.0841117	0.0780811	0.0549355	0.182946	0.379737	0.0566375	0.0200581	0.146215	0.0435662	0.5821476	0.4105841	0.190186	0.445096	0.776826	1.28729	2.24671	5.25802	1.200117	0.0373417	0.0311536	0.0218756	0.00466055	0.00677903	0.0071184	0.0578992	0.00199769	0.00191243	0.0258002	0.036778	0.018165	0.0606402	0.0827141	0.00219706	0.0861606	0.0304041	0.0102677	0.0238186	0.0613379	0.0314309	0.0291774	0.0205284	0.0683636	0.141901	0.0211643	0.00749534	0.0546379	0.0162799	1.135572	0.708926	0.291074	2.676079
6984	-531.0804	-560.6901	29.60971	0.0241874	0.0313397	0.0308183	0.0188687	0.0235706	0.00985603	0.1371	0.00227914	0.0186406	0.032812	0.0345509	0.08567	0.0980337	0.171161	0.0111627	0.178454	0.081258	0.0277365	0.0518189	0.0420201	0.0421562	0.0677668	0.12214	0.0159801	0.166332	0.0434951	0.072454	0.0621007	0.0296353	0.9564392	0.9165152	0.0458171	0.222321	0.625561	1.59857	4.49801	21.8259	2.229293	0.0139538	0.0180799	0.0177791	0.0108854	0.0135979	0.00568596	0.0790932	0.00131484	0.0107538	0.0189293	0.0199324	0.0494231	0.0565558	0.098743	0.00643978	0.10295	0.0468779	0.0160012	0.0298944	0.0242415	0.02432	0.0390948	0.070463	0.00921893	0.095957	0.0250924	0.0417988	0.035826	0.0170966	1.012603	0.52178	0.47822	1.733398
7020	-522.3255	-554.1595	31.83403	0.00743893	0.0175631	0.0121962	0.00207482	0.0925503	0.00480773	0.0371981	0.0040906	0.0107086	0.0166775	0.0438525	0.0121348	0.029229	0.074852	0.00766305	0.100291	0.0204844	0.0283811	0.0375744	0.00757605	0.0220188	0.0399455	0.0264838	0.0247083	0.0650706	0.0432133	0.0104603	0.00662052	0.0282805	0.4823198	0.3178007	0.0657703	0.265186	0.660934	1.51301	3.77094	15.2044	1.967895	0.00891802	0.0210552	0.0146211	0.00248736	0.110952	0.00576365	0.0445942	0.00490394	0.0128378	0.0199935	0.0525718	0.0145476	0.0350406	0.0897349	0.0091867	0.120232	0.0245573	0.0340241	0.0450454	0.00908241	0.0263969	0.0478879	0.0317496	0.029621	0.0780086	0.0518054	0.0125401	0.00793688	0.0339035	1.173583	0.75884	0.24116	0.8341457
7056	-538.9024	-567.8717	28.96926	0.0574805	0.0365618	0.0613798	0.100587	0.178703	0.00417962	0.211775	0.00470979	0.0939359	0.0589801	0.215231	0.0281971	0.126991	0.299331	0.0322507	0.300412	0.00217737	0.111797	0.0196395	0.189286	0.13135	0.320929	0.0296353	0.154879	0.0115432	0.0567199	0.041446	0.00888175	0.00504888	0.7144363	0.5557378	0.122341	0.358928	0.726391	1.37667	2.78607	8.17384	1.519124	0.0198617	0.0126335	0.0212091	0.0347567	0.0617486	0.00144422	0.0731762	0.00162741	0.0324584	0.0203799	0.0743706	0.00974317	0.0438801	0.10343	0.0111438	0.103804	0.000752365	0.0386301	0.00678619	0.0654055	0.0453864	0.110893	0.0102401	0.0535167	0.00398863	0.0195989	0.0143212	0.00306898	0.00174458	1.088838	0.642782	0.357218	2.894038
7092	-527.4914	-554.067	26.5756	0.0614812	0.137095	0.44728	0.0471262	0.319127	0.0280345	0.636054	0.00946638	0.00808642	0.342671	0.243992	0.00684667	0.385791	0.128719	0.0612281	0.491672	0.0561532	0.00657776	0.0138036	0.120928	0.0830227	0.222539	0.379522	0.0100603	0.181775	0.205171	0.198174	0.115048	0.0345429	0.4645876	0.3025816	0.353197	0.601959	0.85355	1.17158	1.66124	2.83128	0.7525193	0.0123407	0.0275182	0.0897794	0.00945931	0.0640561	0.00562716	0.127671	0.00190012	0.00162313	0.0687821	0.0489748	0.00137428	0.0774372	0.0258368	0.0122899	0.0986899	0.0112712	0.00132031	0.00277069	0.0242731	0.0166646	0.0446686	0.0761789	0.00201934	0.0364864	0.0411826	0.0397781	0.0230928	0.00693356	1.180603	0.767706	0.232294	4.981988
7128	-522.9482	-552.8653	29.91707	0.00898796	0.0563013	0.0488536	0.0213926	0.127849	0.0396864	0.181427	0.0656996	0.00261592	0.0684114	0.184669	0.014965	0.154998	0.186777	0.0762017	0.244463	0.0744235	0.00377829	0.0590168	0.17592	0.039319	0.154693	0.215138	0.0257902	0.14476	0.274276	0.02545	0.0528471	0.00960169	0.618336	0.4475299	0.248637	0.507243	0.809157	1.23585	1.97144	4.02193	1.00634	0.0032823	0.0205606	0.0178408	0.00781231	0.0466891	0.014493	0.0662548	0.0239927	0.000955304	0.024983	0.0674391	0.00546504	0.0566035	0.0682089	0.0278279	0.0892752	0.0271786	0.00137979	0.0215522	0.0642439	0.0143588	0.0564922	0.0785658	0.00941826	0.0528647	0.100163	0.00929404	0.0192991	0.00350643	1.122393	0.690832	0.309168	2.738314
7164	-522.2455	-553.8748	31.62925	0.0165928	0.0300661	0.134995	0.0340098	0.119547	0.00321217	0.091916	0.00328962	0.00422112	0.000648546	0.0283636	0.0286015	0.0495964	0.0878453	0.0060162	0.0747079	0.0319353	0.0233351	0.0387155	0.00847749	0.00276873	0.00767834	0.0290084	0.0225169	0.0612848	0.0827688	0.0568373	0.0193824	0.0544513	0.5172175	0.3488155	0.0839536	0.298711	0.685943	1.45785	3.34772	11.9113	1.791397	0.0143936	0.0260812	0.117103	0.0295022	0.103702	0.00278643	0.0797335	0.00285362	0.00366165	0.000562588	0.0246043	0.0248107	0.0430229	0.0762024	0.00521882	0.0648062	0.0277026	0.0202423	0.0335842	0.00735389	0.00240177	0.00666066	0.0251636	0.0195325	0.0531622	0.0717987	0.0493041	0.0168135	0.0472343	1.160009	0.741391	0.258609	1.15279
7200	-521.696	-551.7657	30.06976	0.0262435	0.112273	0.0235963	0.0283986	0.151116	0.00436403	0.227501	0.00937463	0.00597761	0.00177311	0.166683	0.0830439	0.0937618	0.189898	0.0193693	0.15819	0.0320372	0.0761408	0.0887455	0.0109386	0.00422463	0.0704083	0.0350151	0.00199649	0.14533	0.0403888	0.0354068	0.145571	0.0943845	0.7727394	0.6296458	0.10869	0.338802	0.713431	1.40168	2.95157	9.20051	1.604677	0.0126041	0.0539218	0.0113326	0.0136391	0.0725768	0.00209592	0.109262	0.00450238	0.00287088	0.000851575	0.0800534	0.0398837	0.0450312	0.0912026	0.00930256	0.0759743	0.0153866	0.0365683	0.042622	0.00525349	0.00202897	0.0338152	0.0168168	0.000958858	0.0697979	0.0193977	0.0170049	0.0699137	0.0453303	1.06944	0.61363	0.38637	2.08215
7236	-527.6842	-557.6862	30.00198	0.0285109	0.0638792	0.0217478	0.00237453	0.165633	0.000815643	0.0925768	0.0333072	0.0198928	0.0029806	0.0280029	0.0777397	0.0458613	0.260183	0.0642896	0.350269	0.033003	0.0288053	0.0513462	0.018721	0.0611753	0.100935	0.116213	0.10264	0.164941	0.090107	0.203323	0.0172341	0.019945	0.5409559	0.3707605	0.080479	0.292616	0.681546	1.46725	3.41744	12.4256	1.821959	0.0125795	0.0281847	0.00959551	0.00104769	0.0730802	0.000359876	0.0408466	0.0146957	0.00877707	0.00131509	0.0123554	0.0343002	0.0202349	0.114798	0.0283657	0.154545	0.0145615	0.0127094	0.0226549	0.00826005	0.0269917	0.0445342	0.0512751	0.0452865	0.072775	0.0397568	0.0897098	0.007604	0.00880008	1.150954	0.729522	0.270478	2.266452
7272	-527.8273	-558.6833	30.85599	0.0494815	0.0992392	0.00186955	0.00794936	0.0872223	0.0178167	0.11644	0.00484505	0.0398534	0.0146206	0.023276	0.0397377	0.0951798	0.152192	0.0508772	0.192162	0.0408076	0.0336858	0.212578	0.012021	0.0926422	0.0493415	0.0647904	0.0263647	0.0869175	0.0301236	0.145822	0.0743514	0.0321517	0.6415653	0.4722828	0.155977	0.404067	0.753739	1.32672	2.47484	6.4112	1.343496	0.0261205	0.0523867	0.000986901	0.00419633	0.0460432	0.00940513	0.0614665	0.00255762	0.0210379	0.00771798	0.012287	0.0209769	0.0502438	0.0803393	0.0268572	0.101439	0.0215417	0.0177822	0.112216	0.0063457	0.0489042	0.0260465	0.0342018	0.0139175	0.0458823	0.0159018	0.0769768	0.0392489	0.0169723	1.114094	0.679217	0.320783	1.894359
7308	-524.4387	-553.7193	29.28057	0.0371072	0.0801687	0.0412629	0.0185211	0.311005	0.0144646	0.17061	0.00447598	0.0025236	0.0232941	0.37193	0.0752855	0.108696	0.342029	0.0963899	0.364062	0.0308924	0.0234146	0.0138926	0.0505368	0.118108	0.133316	0.156783	0.0167346	0.139773	0.10881	0.153037	0.0359814	0.0669365	0.4651108	0.3030257	0.161302	0.410737	0.757599	1.31996	2.43465	6.19954	1.319222	0.0119314	0.0257774	0.0132676	0.00595526	0.1	0.00465094	0.0548577	0.0014392	0.000811438	0.00748997	0.11959	0.0242072	0.0349502	0.109976	0.0309931	0.11706	0.00993311	0.0075287	0.00446703	0.0162496	0.0379765	0.0428664	0.0504119	0.00538084	0.0449424	0.0349868	0.0492073	0.0115694	0.0215227	1.180394	0.767445	0.232555	3.110041
7344	-529.1165	-557.1849	28.06845	0.0483142	0.0523382	0.0470169	0.0184592	0.00716774	0.0183219	0.168283	0.0348716	0.058886	0.103301	0.334189	0.0106987	0.0994667	0.268396	0.0582977	0.978278	0.0358484	0.177295	0.0885996	0.0901546	0.158046	0.102435	0.0497012	0.204588	0.0300137	0.144108	0.0869697	0.139345	0.0140898	0.6613522	0.494045	0.170861	0.422433	0.764264	1.30845	2.36724	5.85273	1.277596	0.0133189	0.0144283	0.0129613	0.00508871	0.00197596	0.00505086	0.0463913	0.00961318	0.0162333	0.0284773	0.0921272	0.00294935	0.0274203	0.0739896	0.0160711	0.269685	0.00988246	0.0488755	0.0244246	0.0248532	0.043569	0.0282386	0.0137013	0.0563996	0.00827399	0.0397267	0.0239752	0.0384136	0.00388419	1.107121	0.669324	0.330676	3.62748
7380	-526.2641	-556.9484	30.68425	0.000262478	0.0257658	0.00264046	0.00435209	0.0100589	0.018759	0.103342	0.00603936	0.0167997	0.0858177	0.0329159	0.00388527	0.0447468	0.0694604	0.0174063	0.252732	0.0816267	0.0449986	0.0128263	0.0412037	0.110835	0.0328102	0.0496942	0.0389751	0.00866197	0.0174302	0.0696597	0.0125628	0.00176463	0.8662188	0.7640088	0.0623484	0.258365	0.655583	1.52536	3.8705	16.0389	2.006529	0.000215493	0.0211536	0.0021678	0.00357305	0.00825832	0.015401	0.0848437	0.00495829	0.0137925	0.0704559	0.0270238	0.00318979	0.0367369	0.0570267	0.0142905	0.207492	0.0670152	0.0369436	0.0105303	0.0338281	0.090995	0.026937	0.0407987	0.0319983	0.00711144	0.0143101	0.0571903	0.010314	0.00144876	1.039742	0.566891	0.433109	1.218034
7416	-523.4753	-554.1378	30.6625	0.030589	0.0599984	0.0503175	0.00673202	0.0658923	0.00864733	0.0831738	0.0254154	0.00325215	0.0149561	0.09515	0.0456819	0.0855134	0.155762	0.0306738	0.0950313	0.058042	0.0472863	0.0198359	0.0134731	0.0591035	0.108559	0.0539827	0.11674	0.0582895	0.034898	0.138409	0.0465923	0.0399299	0.5522547	0.3814585	0.0584895	0.250438	0.649241	1.54026	3.993	17.0971	2.052726	0.0185172	0.0363202	0.0304599	0.00407525	0.0398881	0.00523469	0.0503495	0.0153853	0.0019687	0.0090537	0.0575994	0.0276537	0.0517658	0.0942911	0.0185685	0.0575275	0.0351359	0.0286249	0.0120077	0.00815598	0.0357785	0.0657167	0.0326786	0.0706688	0.0352858	0.0211256	0.0837865	0.0282048	0.0241717	1.146693	0.723873	0.276127	1.651928
7452	-533.4442	-564.4852	31.04102	0.0382964	0.0220101	0.065998	0.0389974	0.17562	0.0156824	0.143342	0.0842892	0.000983843	0.0602328	0.153109	0.145164	0.0684551	0.200223	0.042917	0.149587	0.0568556	0.0736553	0.0253578	0.0337682	0.0327789	0.0203364	0.132573	0.149834	0.00320051	0.0183693	0.0185159	0.107347	0.0195462	0.3272983	0.1956705	0.130295	0.370125	0.733386	1.36354	2.70179	7.67487	1.473579	0.0182621	0.0104958	0.0314719	0.0185964	0.0837464	0.00747832	0.0683542	0.0401943	0.000469157	0.0287227	0.0730118	0.069223	0.0326436	0.0954785	0.0204655	0.0713322	0.0271122	0.0351234	0.0120922	0.0161028	0.015631	0.00969764	0.063219	0.0714501	0.0015262	0.00875962	0.0088295	0.0511897	0.00932082	1.237931	0.836351	0.163649	2.097045
7488	-530.3671	-561.9967	31.62964	0.0228273	0.00833615	0.0351637	0.000481457	0.0514745	0.0025229	0.0426336	0.0115861	0.00153864	0.0202147	0.0608302	0.0230185	0.0416551	0.0571525	0.003695	0.0409032	0.0395087	0.0171384	0.00819129	0.00218917	0.0108642	0.00711668	0.0543953	0.0177007	0.00567078	0.0013019	0.0115191	0.0292963	0.0124932	0.63412	0.4642575	0.0623374	0.258342	0.655565	1.5254	3.87083	16.0417	2.006657	0.0355888	0.0129964	0.0548217	0.000750612	0.0802509	0.0039333	0.0664676	0.0180633	0.00239881	0.0315156	0.0948369	0.0358868	0.064942	0.0891032	0.00576066	0.0637698	0.0615957	0.0267195	0.0127706	0.00341301	0.0169377	0.0110952	0.0848046	0.0275962	0.00884098	0.00202971	0.0179588	0.0456742	0.0194774	1.116741	0.68294	0.31706	0.6414194
7524	-525.0831	-554.8087	29.72555	0.0315581	0.0846268	0.180105	0.00866148	0.311594	0.0211656	0.395912	0.014475	0.00441484	0.215468	0.176606	0.0103376	0.0591411	0.149024	0.0551009	0.188636	0.0220743	0.274675	0.124704	0.14651	0.0230066	0.031804	0.122428	0.0809398	0.0648203	0.00808667	0.0308879	0.0445356	0.00278899	0.5226012	0.3537307	0.206903	0.463764	0.786848	1.27089	2.15627	4.83319	1.1392	0.0109421	0.0293426	0.0624478	0.00300319	0.108039	0.00733876	0.137275	0.00501893	0.00153076	0.0747091	0.0612347	0.00358436	0.020506	0.0516711	0.0191051	0.0654059	0.00765381	0.095238	0.0432385	0.0507995	0.00797708	0.0110274	0.0424496	0.0280643	0.0224752	0.00280389	0.0107098	0.0154418	0.000967028	1.157943	0.738699	0.261301	2.884088
7560	-525.8262	-555.6914	29.86528	0.0191504	0.144042	0.239754	0.0395402	0.246645	0.0453472	0.215985	0.0083881	0.0377162	0.0526346	0.215055	0.0506868	0.163535	0.311049	0.00628188	0.206527	0.12875	0.280079	0.0625916	0.110634	0.02109	0.0745692	0.145771	0.0444944	0.0133572	0.00408023	0.0406664	0.11862	0.00339008	0.4472924	0.2880725	0.300412	0.556264	0.832784	1.20079	1.79771	3.32876	0.8695634	0.00627795	0.0472201	0.0785969	0.0129622	0.0808559	0.0148658	0.0708049	0.00274981	0.0123642	0.0172548	0.0704999	0.0166163	0.0536104	0.101969	0.00205934	0.0677042	0.0422073	0.0918161	0.0205189	0.0362682	0.00691377	0.0244455	0.0477869	0.0145863	0.0043788	0.00133759	0.0133314	0.0388864	0.00111134	1.187531	0.776354	0.223646	3.050431
7596	-526.7349	-554.7034	27.96851	0.0595204	0.186647	0.292959	0.0713386	0.268652	0.0229054	0.383889	0.0238706	0.00374184	0.0376942	0.21434	0.0468932	0.0925944	0.176078	0.0268303	0.298697	0.0781908	0.527643	0.0602539	0.499985	0.101707	0.150702	0.273136	0.0935731	0.0507022	0.0124742	0.355258	0.161055	0.0234004	0.2971875	0.1745274	0.574173	0.76293	0.919046	1.08808	1.31074	1.74164	0.4011767	0.0129541	0.040622	0.0637597	0.0155262	0.0584696	0.00498515	0.0835499	0.00519522	0.000814377	0.00820378	0.0466492	0.0102059	0.0201523	0.0383217	0.00583936	0.0650086	0.0170175	0.114837	0.0131137	0.108817	0.0221355	0.0327988	0.0594454	0.0203653	0.0110349	0.00271489	0.0773185	0.0350521	0.00509288	1.251257	0.851406	0.148594	4.594732
7632	-529.7159	-558.6747	28.95884	0.0215962	0.0499235	0.0170327	0.0107738	0.152347	0.00584801	0.256594	0.0104889	0.0549662	0.0267495	0.169728	0.0577896	0.143485	0.0223111	0.0403179	0.469653	0.102914	0.0602033	0.156191	0.0298905	0.00390953	0.17826	0.0293457	0.00929373	0.152724	0.10299	0.245896	0.121684	0.00720828	0.8318764	0.7121476	0.107523	0.337024	0.712261	1.40398	2.96715	9.30032	1.612479	0.00796873	0.0184212	0.00628486	0.0039754	0.0562144	0.00215785	0.0946802	0.00387027	0.0202819	0.00987025	0.0626276	0.0213237	0.0529442	0.00823251	0.0148768	0.173296	0.037974	0.0222143	0.0576327	0.0110293	0.00144257	0.0657757	0.0108282	0.00342928	0.0563532	0.0380019	0.0907328	0.0449	0.00265977	1.050459	0.584062	0.415938	2.710115
7668	-537.9123	-565.1245	27.21224	0.0723278	0.0249495	0.0574156	0.0174549	0.298695	0.0172614	0.377349	0.0224573	0.126166	0.19899	0.162271	0.0430895	0.226612	0.172287	0.0962098	0.385825	0.0915739	0.036394	0.0591204	0.0259985	0.0292785	0.12695	0.0148227	0.0671526	0.0480986	0.185128	0.143747	0.255759	0.587301	0.7905886	0.6536969	0.166257	0.416843	0.761094	1.3139	2.39899	6.01479	1.297345	0.0182155	0.00628343	0.0144599	0.00439595	0.0752251	0.00434721	0.0950338	0.00565577	0.0317744	0.0501149	0.0408673	0.0108519	0.0570712	0.0433898	0.02423	0.0971683	0.0230625	0.00916566	0.0148892	0.0065476	0.00737367	0.0319719	0.00373303	0.0169121	0.0121134	0.0466236	0.0362021	0.0644117	0.147909	1.06364	0.604706	0.395294	3.970684
7704	-524.1	-550.8833	26.78337	0.101444	0.0657543	0.265986	0.0268355	0.320521	0.0598946	0.155646	0.0081223	0.0209603	0.114119	0.0475541	0.0370059	0.189186	0.390237	0.0297328	0.400065	0.331282	0.0858963	0.176658	0.0781292	0.291514	0.0741802	0.689683	0.0370934	0.192822	0.446538	0.00426906	0.134027	0.0884602	0.5494531	0.3787903	0.439991	0.670049	0.882568	1.13306	1.49243	2.27278	0.593641	0.0208577	0.0135196	0.0546889	0.00551761	0.0659018	0.0123148	0.0320021	0.00167001	0.00430961	0.0234638	0.00977751	0.00760872	0.0388983	0.080236	0.0061133	0.0822567	0.0681143	0.017661	0.0363223	0.016064	0.0599377	0.0152521	0.141805	0.0076267	0.0396458	0.091812	0.000877755	0.0275571	0.0181882	1.147747	0.725273	0.274727	4.863615
7740	-529.8976	-560.2362	30.33857	0.0758257	0.0563839	0.0348795	0.0514052	0.0705692	0.00508496	0.119922	0.124439	0.0208902	0.0978432	0.16088	0.192093	0.0916151	0.274748	0.0201108	0.265425	0.0630932	0.0267616	0.0299083	0.116392	0.0356412	0.0797146	0.0144313	0.00868114	0.109593	0.0540053	0.0132573	0.16886	0.160593	0.4967424	0.3304439	0.208904	0.465946	0.788001	1.26903	2.14617	4.7869	1.132241	0.0298169	0.0221718	0.0137156	0.020214	0.0277499	0.00199955	0.0471569	0.048933	0.00821464	0.0384748	0.0632628	0.0755366	0.0360257	0.108039	0.00790816	0.104373	0.0248101	0.0105234	0.0117608	0.0457687	0.0140151	0.0313461	0.00567481	0.00341368	0.0430952	0.0212364	0.00521317	0.0664007	0.0631499	1.167935	0.751629	0.248371	2.543048
7776	-529.0097	-556.8294	27.81967	0.0162048	0.108075	0.227042	0.0972083	0.121337	0.0559608	0.206727	0.0394298	0.0495665	0.0260469	0.301664	0.225555	0.0996035	0.238472	0.0155752	0.291422	0.0244299	0.0493087	0.0970754	0.138872	0.0545683	0.148763	0.147248	0.19614	0.0993337	0.234494	0.0573372	0.268543	0.299638	0.7368144	0.5832986	0.308074	0.563139	0.835981	1.1962	1.77576	3.24598	0.8513532	0.00411745	0.0274605	0.0576886	0.0246995	0.0308303	0.014219	0.0525268	0.0100187	0.0125943	0.0066182	0.0766494	0.0573109	0.0253081	0.060593	0.00395748	0.074047	0.00620734	0.0125288	0.0246657	0.0352858	0.0138652	0.0377989	0.0374139	0.0498369	0.0252395	0.0595821	0.0145687	0.0682336	0.0761344	1.08131	0.631593	0.368407	3.935639
7812	-536.3749	-567.6727	31.29784	0.0250288	0.036111	0.0450722	0.0086396	0.0898647	0.0212881	0.0681328	0.00251546	0.0376238	0.0477416	0.0693936	0.0904767	0.120997	0.022935	0.0103689	0.210272	0.0275392	0.0317081	0.00656964	0.0236071	0.0638085	0.0277757	0.0410969	0.149509	0.0174325	0.0143089	0.0191765	0.0395017	0.0876778	0.6084143	0.4372093	0.112947	0.345212	0.717614	1.39351	2.89677	8.85368	1.576892	0.017188	0.0247986	0.0309525	0.00593309	0.0617129	0.0146192	0.0467889	0.00172744	0.0258374	0.0327857	0.0476548	0.0621332	0.0830924	0.0157502	0.00712067	0.1444	0.018912	0.021775	0.00451158	0.0162118	0.0438193	0.0190744	0.0282225	0.102673	0.0119715	0.00982635	0.0131691	0.0271271	0.0602111	1.125976	0.695793	0.304207	1.456173
